                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.93455,                 2.3393,                0.95466,                 0.1198,                0.85625,                0.44174,                0.34131,                0.83351,                 2.9937,                 0.8981,             0.00028357,             0.00028357,             0.00028357
                     71,                0.94537,                 2.4758,                0.95933,                 0.1198,                0.85625,                0.44174,                0.34131,                0.83351,                 2.9937,                 0.8981,             0.00028702,             0.00028702,             0.00028702
                     72,                0.96104,                 2.3032,                 1.0134,                0.12049,                0.85625,                0.48474,                0.37208,                0.82817,                 2.8805,                0.89666,             0.00029045,             0.00029045,             0.00029045
                     73,                0.98258,                 2.5056,                0.97671,                0.12049,                0.85625,                0.48474,                0.37208,                0.82817,                 2.8805,                0.89666,             0.00029386,             0.00029386,             0.00029386
                     74,                0.93077,                 2.2088,                0.98435,                0.12049,                0.85625,                0.48474,                0.37208,                0.82817,                 2.8805,                0.89666,             0.00029726,             0.00029726,             0.00029726
                     75,                 0.9217,                 2.4682,                0.96418,                0.48626,                0.52436,                0.44289,                0.34382,                0.82087,                 2.7779,                0.89507,             0.00030063,             0.00030063,             0.00030063
                     76,                0.91684,                  2.156,                0.96719,                0.48626,                0.52436,                0.44289,                0.34382,                0.82087,                 2.7779,                0.89507,             0.00030399,             0.00030399,             0.00030399
                     77,                0.92959,                 2.3412,                0.96067,                0.48626,                0.52436,                0.44289,                0.34382,                0.82087,                 2.7779,                0.89507,             0.00030732,             0.00030732,             0.00030732
                     78,                0.96609,                  2.338,                0.94802,                0.73303,                0.26616,                0.46969,                0.36579,                0.81865,                 2.6816,                0.89373,             0.00031064,             0.00031064,             0.00031064
                     79,                0.92268,                  2.122,                0.98755,                0.73303,                0.26616,                0.46969,                0.36579,                0.81865,                 2.6816,                0.89373,             0.00031394,             0.00031394,             0.00031394
                     80,                0.93997,                 2.3879,                0.94994,                0.73303,                0.26616,                0.46969,                0.36579,                0.81865,                 2.6816,                0.89373,             0.00031722,             0.00031722,             0.00031722
                     81,                0.93156,                 2.1879,                0.98668,                0.71251,                0.27009,                0.47311,                0.36702,                0.80913,                 2.5946,                0.88967,             0.00032048,             0.00032048,             0.00032048
